x           | q          | c2g (File 1)    | c2g (File 2)    | Abs Diff      | Rel Diff %
1.0e-01     | 183.52745  | -3.35776e+03    | -3.48413e+03    | 1.26367e+02   | 3.62693%
1.0e-01     | 192.93711  | -3.43522e+03    | -3.56329e+03    | 1.28066e+02   | 3.59403%
1.0e-01     | 202.82920  | -3.51360e+03    | -3.64374e+03    | 1.30141e+02   | 3.57164%
1.0e-01     | 213.22848  | -3.59290e+03    | -3.72548e+03    | 1.32577e+02   | 3.55867%
1.0e-01     | 224.16094  | -3.67312e+03    | -3.80895e+03    | 1.35826e+02   | 3.56599%
1.0e-01     | 235.65391  | -3.75427e+03    | -3.89259e+03    | 1.38322e+02   | 3.55347%
1.0e-01     | 247.73615  | -3.83633e+03    | -3.97704e+03    | 1.40705e+02   | 3.53794%
1.0e-01     | 260.43785  | -3.91932e+03    | -4.06374e+03    | 1.44422e+02   | 3.55391%
1.0e-01     | 273.79079  | -4.00324e+03    | -4.15340e+03    | 1.50157e+02   | 3.61529%
1.0e-01     | 287.82834  | -4.08808e+03    | -4.24101e+03    | 1.52925e+02   | 3.60587%
1.0e-01     | 302.58562  | -4.17384e+03    | -4.32804e+03    | 1.54199e+02   | 3.56278%
1.0e-01     | 318.09951  | -4.26053e+03    | -4.41532e+03    | 1.54794e+02   | 3.50583%
1.0e-01     | 334.40882  | -4.34814e+03    | -4.50343e+03    | 1.55285e+02   | 3.44816%
1.0e-01     | 351.55433  | -4.43668e+03    | -4.59877e+03    | 1.62092e+02   | 3.52468%
1.0e-01     | 369.57891  | -4.52615e+03    | -4.70293e+03    | 1.76777e+02   | 3.75887%
1.0e-01     | 388.52762  | -4.61655e+03    | -4.80525e+03    | 1.88697e+02   | 3.92690%
1.0e-01     | 408.44786  | -4.70787e+03    | -4.87902e+03    | 1.71148e+02   | 3.50783%
2.0e-01     | 1.30000    | nan             | nan             | nan           | nan%
2.0e-01     | 1.36665    | 7.11146e+01     | 7.10479e+01     | 6.66900e-02   | 0.09387%
2.0e-01     | 1.43672    | 7.16451e+01     | 7.14680e+01     | 1.77100e-01   | 0.24780%
2.0e-01     | 1.51038    | 7.02180e+01     | 6.98111e+01     | 4.06920e-01   | 0.58289%
2.0e-01     | 1.58782    | 6.76300e+01     | 6.71103e+01     | 5.19740e-01   | 0.77446%
2.0e-01     | 1.66923    | 6.42726e+01     | 6.35188e+01     | 7.53790e-01   | 1.18672%
2.0e-01     | 1.75482    | 6.04264e+01     | 5.95730e+01     | 8.53370e-01   | 1.43248%
2.0e-01     | 1.84479    | 5.62970e+01     | 5.50890e+01     | 1.20801e+00   | 2.19283%
2.0e-01     | 1.93937    | 5.20278e+01     | 5.09014e+01     | 1.12635e+00   | 2.21281%
2.0e-01     | 2.03881    | 4.77112e+01     | 4.58847e+01     | 1.82646e+00   | 3.98054%
2.0e-01     | 2.14334    | 4.34172e+01     | 4.17545e+01     | 1.66268e+00   | 3.98204%
2.0e-01     | 2.25323    | 3.91698e+01     | 3.70978e+01     | 2.07198e+00   | 5.58518%
2.0e-01     | 2.36875    | 3.49881e+01     | 3.24052e+01     | 2.58288e+00   | 7.97057%
2.0e-01     | 2.49020    | 3.08628e+01     | 2.83277e+01     | 2.53514e+00   | 8.94934%
2.0e-01     | 2.61788    | 2.67924e+01     | 2.34350e+01     | 3.35737e+00   | 14.32629%
2.0e-01     | 2.75210    | 2.27532e+01     | 1.88280e+01     | 3.92523e+00   | 20.84787%
2.0e-01     | 2.89320    | 1.87313e+01     | 1.46129e+01     | 4.11840e+00   | 28.18332%
2.0e-01     | 3.04154    | 1.46946e+01     | 9.97401e+00     | 4.72059e+00   | 47.32891%
2.0e-01     | 3.19748    | 1.06287e+01     | 5.29464e+00     | 5.33406e+00   | 100.74453%
2.0e-01     | 3.36142    | 6.50817e+00     | 5.34430e-01     | 5.97374e+00   | 1117.77782%
2.0e-01     | 3.53377    | 2.31145e+00     | -4.18294e+00    | 6.49439e+00   | 155.25898%
2.0e-01     | 3.71495    | -1.97645e+00    | -9.10041e+00    | 7.12396e+00   | 78.28175%
2.0e-01     | 3.90542    | -6.37454e+00    | -1.41712e+01    | 7.79670e+00   | 55.01777%
2.0e-01     | 4.10565    | -1.08981e+01    | -1.94932e+01    | 8.59509e+00   | 44.09278%
2.0e-01     | 4.31615    | -1.55549e+01    | -2.45611e+01    | 9.00618e+00   | 36.66850%
2.0e-01     | 4.53745    | -2.03593e+01    | -3.01764e+01    | 9.81715e+00   | 32.53249%
2.0e-01     | 4.77009    | -2.53153e+01    | -3.59553e+01    | 1.06400e+01   | 29.59226%
2.0e-01     | 5.01465    | -3.04338e+01    | -4.17327e+01    | 1.12989e+01   | 27.07440%
2.0e-01     | 5.27176    | -3.57274e+01    | -4.76485e+01    | 1.19211e+01   | 25.01882%
2.0e-01     | 5.54205    | -4.11861e+01    | -5.40587e+01    | 1.28726e+01   | 23.81228%
2.0e-01     | 5.82620    | -4.68148e+01    | -6.03986e+01    | 1.35838e+01   | 22.49027%
2.0e-01     | 6.12491    | -5.26261e+01    | -6.65086e+01    | 1.38825e+01   | 20.87320%
2.0e-01     | 6.43894    | -5.86279e+01    | -7.34864e+01    | 1.48585e+01   | 20.21939%
2.0e-01     | 6.76907    | -6.48215e+01    | -8.06932e+01    | 1.58717e+01   | 19.66917%
2.0e-01     | 7.11613    | -7.11788e+01    | -8.77008e+01    | 1.65220e+01   | 18.83903%
2.0e-01     | 7.48098    | -7.77021e+01    | -9.45326e+01    | 1.68305e+01   | 17.80388%
2.0e-01     | 7.86454    | -8.44263e+01    | -1.02531e+02    | 1.81046e+01   | 17.65770%
2.0e-01     | 8.26777    | -9.13663e+01    | -1.10625e+02    | 1.92589e+01   | 17.40914%
2.0e-01     | 8.69166    | -9.85039e+01    | -1.18533e+02    | 2.00293e+01   | 16.89761%
2.0e-01     | 9.13729    | -1.05849e+02    | -1.26495e+02    | 2.06457e+01   | 16.32137%
2.0e-01     | 9.60577    | -1.13407e+02    | -1.35128e+02    | 2.17209e+01   | 16.07434%
2.0e-01     | 10.09827   | -1.21151e+02    | -1.43754e+02    | 2.26032e+01   | 15.72351%
2.0e-01     | 10.61602   | -1.29043e+02    | -1.52204e+02    | 2.31613e+01   | 15.21723%
2.0e-01     | 11.16032   | -1.37117e+02    | -1.61151e+02    | 2.40341e+01   | 14.91402%
2.0e-01     | 11.73252   | -1.45452e+02    | -1.70654e+02    | 2.52017e+01   | 14.76774%
2.0e-01     | 12.33406   | -1.54063e+02    | -1.80221e+02    | 2.61579e+01   | 14.51435%
2.0e-01     | 12.96644   | -1.62860e+02    | -1.89591e+02    | 2.67307e+01   | 14.09918%
2.0e-01     | 13.63124   | -1.71790e+02    | -1.99567e+02    | 2.77767e+01   | 13.91849%
2.0e-01     | 14.33013   | -1.80896e+02    | -2.09942e+02    | 2.90455e+01   | 13.83506%
2.0e-01     | 15.06485   | -1.90219e+02    | -2.20474e+02    | 3.02550e+01   | 13.72269%
2.0e-01     | 15.83724   | -1.99787e+02    | -2.30912e+02    | 3.11248e+01   | 13.47910%
2.0e-01     | 16.64923   | -2.09640e+02    | -2.41954e+02    | 3.23140e+01   | 13.35545%
2.0e-01     | 17.50286   | -2.19801e+02    | -2.53196e+02    | 3.33952e+01   | 13.18944%
2.0e-01     | 18.40025   | -2.30234e+02    | -2.64403e+02    | 3.41689e+01   | 12.92305%
2.0e-01     | 19.34365   | -2.40863e+02    | -2.75382e+02    | 3.45187e+01   | 12.53487%
2.0e-01     | 20.33542   | -2.51646e+02    | -2.87251e+02    | 3.56054e+01   | 12.39520%
2.0e-01     | 21.37804   | -2.62651e+02    | -2.99666e+02    | 3.70146e+01   | 12.35198%
2.0e-01     | 22.47412   | -2.73915e+02    | -3.12498e+02    | 3.85828e+01   | 12.34659%
2.0e-01     | 23.62639   | -2.85419e+02    | -3.25225e+02    | 3.98058e+01   | 12.23947%
2.0e-01     | 24.83774   | -2.97163e+02    | -3.37936e+02    | 4.07732e+01   | 12.06535%
2.0e-01     | 26.11120   | -3.09144e+02    | -3.50991e+02    | 4.18471e+01   | 11.92255%
2.0e-01     | 27.44995   | -3.21361e+02    | -3.64436e+02    | 4.30745e+01   | 11.81952%
2.0e-01     | 28.85734   | -3.33819e+02    | -3.78110e+02    | 4.42908e+01   | 11.71375%
2.0e-01     | 30.33688   | -3.46492e+02    | -3.92156e+02    | 4.56643e+01   | 11.64441%
2.0e-01     | 31.89229   | -3.59386e+02    | -4.06575e+02    | 4.71890e+01   | 11.60646%
2.0e-01     | 33.52744   | -3.72571e+02    | -4.20966e+02    | 4.83949e+01   | 11.49616%
2.0e-01     | 35.24643   | -3.86111e+02    | -4.35341e+02    | 4.92296e+01   | 11.30829%
2.0e-01     | 37.05355   | -3.99960e+02    | -4.50491e+02    | 5.05313e+01   | 11.21693%
2.0e-01     | 38.95333   | -4.13975e+02    | -4.66399e+02    | 5.24241e+01   | 11.24018%
2.0e-01     | 40.95051   | -4.28139e+02    | -4.82636e+02    | 5.44969e+01   | 11.29151%
2.0e-01     | 43.05009   | -4.42597e+02    | -4.98220e+02    | 5.56230e+01   | 11.16435%
2.0e-01     | 45.25731   | -4.57402e+02    | -5.14365e+02    | 5.69626e+01   | 11.07437%
2.0e-01     | 47.57770   | -4.72496e+02    | -5.31262e+02    | 5.87663e+01   | 11.06163%
2.0e-01     | 50.01707   | -4.87887e+02    | -5.48607e+02    | 6.07199e+01   | 11.06802%
2.0e-01     | 52.58150   | -5.02811e+02    | -5.65221e+02    | 6.24097e+01   | 11.04166%
2.0e-01     | 55.27741   | -5.17873e+02    | -5.82401e+02    | 6.45275e+01   | 11.07958%
2.0e-01     | 58.11154   | -5.33453e+02    | -6.00179e+02    | 6.67256e+01   | 11.11763%
2.0e-01     | 61.09098   | -5.49635e+02    | -6.17966e+02    | 6.83309e+01   | 11.05739%
2.0e-01     | 64.22318   | -5.66106e+02    | -6.35302e+02    | 6.91962e+01   | 10.89186%
2.0e-01     | 67.51598   | -5.83179e+02    | -6.53494e+02    | 7.03153e+01   | 10.75989%
2.0e-01     | 70.97760   | -6.00634e+02    | -6.72803e+02    | 7.21686e+01   | 10.72657%
2.0e-01     | 74.61669   | -6.18352e+02    | -6.92285e+02    | 7.39332e+01   | 10.67958%
2.0e-01     | 78.44237   | -6.36334e+02    | -7.11241e+02    | 7.49074e+01   | 10.53192%
2.0e-01     | 82.46420   | -6.54583e+02    | -7.31165e+02    | 7.65818e+01   | 10.47395%
2.0e-01     | 86.69223   | -6.73099e+02    | -7.52275e+02    | 7.91761e+01   | 10.52488%
2.0e-01     | 91.13704   | -6.91883e+02    | -7.72938e+02    | 8.10549e+01   | 10.48661%
2.0e-01     | 95.80973   | -7.10937e+02    | -7.93121e+02    | 8.21843e+01   | 10.36214%
2.0e-01     | 100.72200  | -7.30262e+02    | -8.14173e+02    | 8.39115e+01   | 10.30634%
2.0e-01     | 105.88613  | -7.49858e+02    | -8.36154e+02    | 8.62957e+01   | 10.32056%
2.0e-01     | 111.31503  | -7.69728e+02    | -8.56737e+02    | 8.70093e+01   | 10.15589%
2.0e-01     | 117.02227  | -7.89871e+02    | -8.77062e+02    | 8.71905e+01   | 9.94121%
2.0e-01     | 123.02213  | -8.10288e+02    | -8.99079e+02    | 8.87906e+01   | 9.87573%
2.0e-01     | 129.32961  | -8.30982e+02    | -9.24826e+02    | 9.38435e+01   | 10.14716%
2.0e-01     | 135.96048  | -8.51951e+02    | -9.47470e+02    | 9.55194e+01   | 10.08152%
2.0e-01     | 142.93132  | -8.73197e+02    | -9.69732e+02    | 9.65352e+01   | 9.95483%
2.0e-01     | 150.25957  | -8.94721e+02    | -9.92735e+02    | 9.80143e+01   | 9.87315%
2.0e-01     | 157.96354  | -9.16524e+02    | -1.01670e+03    | 1.00175e+02   | 9.85296%
2.0e-01     | 166.06251  | -9.38605e+02    | -1.03917e+03    | 1.00563e+02   | 9.67727%
2.0e-01     | 174.57671  | -9.60965e+02    | -1.06272e+03    | 1.01752e+02   | 9.57467%
2.0e-01     | 183.52745  | -9.83606e+02    | -1.08757e+03    | 1.03964e+02   | 9.55927%
2.0e-01     | 192.93711  | -1.00653e+03    | -1.11270e+03    | 1.06173e+02   | 9.54193%
2.0e-01     | 202.82920  | -1.02973e+03    | -1.13656e+03    | 1.06832e+02   | 9.39959%
2.0e-01     | 213.22848  | -1.05321e+03    | -1.16201e+03    | 1.08798e+02   | 9.36295%
2.0e-01     | 224.16094  | -1.07698e+03    | -1.18954e+03    | 1.12558e+02   | 9.46236%
2.0e-01     | 235.65391  | -1.10102e+03    | -1.21665e+03    | 1.15631e+02   | 9.50403%
2.0e-01     | 247.73615  | -1.12535e+03    | -1.24067e+03    | 1.15321e+02   | 9.29506%
2.0e-01     | 260.43785  | -1.14997e+03    | -1.26603e+03    | 1.16065e+02   | 9.16759%
2.0e-01     | 273.79079  | -1.17486e+03    | -1.29423e+03    | 1.19365e+02   | 9.22291%
2.0e-01     | 287.82834  | -1.20004e+03    | -1.32263e+03    | 1.22595e+02   | 9.26896%
2.0e-01     | 302.58562  | -1.22550e+03    | -1.34923e+03    | 1.23734e+02   | 9.17069%
2.0e-01     | 318.09951  | -1.25125e+03    | -1.37692e+03    | 1.25673e+02   | 9.12712%
2.0e-01     | 334.40882  | -1.27728e+03    | -1.40606e+03    | 1.28783e+02   | 9.15911%
2.0e-01     | 351.55433  | -1.30359e+03    | -1.43394e+03    | 1.30345e+02   | 9.09005%
2.0e-01     | 369.57891  | -1.33019e+03    | -1.46226e+03    | 1.32073e+02   | 9.03210%
2.0e-01     | 388.52762  | -1.35708e+03    | -1.49276e+03    | 1.35682e+02   | 9.08930%
2.0e-01     | 408.44786  | -1.38425e+03    | -1.52525e+03    | 1.41003e+02   | 9.24455%
3.0e-01     | 1.30000    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
3.0e-01     | 1.36665    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
3.0e-01     | 1.43672    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
3.0e-01     | 1.51038    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
3.0e-01     | 1.58782    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
3.0e-01     | 1.66923    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
3.0e-01     | 1.75482    | 7.88786e+01     | 8.15740e+01     | 2.69537e+00   | 3.30420%
3.0e-01     | 1.84479    | 8.78228e+01     | 8.72929e+01     | 5.29900e-01   | 0.60704%
3.0e-01     | 1.93937    | 8.96514e+01     | 8.88348e+01     | 8.16600e-01   | 0.91923%
3.0e-01     | 2.03881    | 8.96216e+01     | 8.85161e+01     | 1.10549e+00   | 1.24891%
3.0e-01     | 2.14334    | 8.83503e+01     | 8.69613e+01     | 1.38897e+00   | 1.59723%
3.0e-01     | 2.25323    | 8.62064e+01     | 8.46375e+01     | 1.56891e+00   | 1.85368%
3.0e-01     | 2.36875    | 8.34550e+01     | 8.15482e+01     | 1.90681e+00   | 2.33826%
3.0e-01     | 2.49020    | 8.02902e+01     | 7.83055e+01     | 1.98470e+00   | 2.53456%
3.0e-01     | 2.61788    | 7.68592e+01     | 7.45234e+01     | 2.33584e+00   | 3.13437%
3.0e-01     | 2.75210    | 7.32750e+01     | 7.05175e+01     | 2.75750e+00   | 3.91038%
3.0e-01     | 2.89320    | 6.96081e+01     | 6.67098e+01     | 2.89827e+00   | 4.34459%
3.0e-01     | 3.04154    | 6.59188e+01     | 6.21651e+01     | 3.75369e+00   | 6.03826%
3.0e-01     | 3.19748    | 6.22359e+01     | 5.86422e+01     | 3.59368e+00   | 6.12814%
3.0e-01     | 3.36142    | 5.85980e+01     | 5.42978e+01     | 4.30016e+00   | 7.91958%
3.0e-01     | 3.53377    | 5.50089e+01     | 4.98387e+01     | 5.17025e+00   | 10.37398%
3.0e-01     | 3.71495    | 5.14886e+01     | 4.63574e+01     | 5.13117e+00   | 11.06871%
3.0e-01     | 3.90542    | 4.80316e+01     | 4.22569e+01     | 5.77466e+00   | 13.66559%
3.0e-01     | 4.10565    | 4.46398e+01     | 3.75723e+01     | 7.06750e+00   | 18.81040%
3.0e-01     | 4.31615    | 4.13112e+01     | 3.40621e+01     | 7.24907e+00   | 21.28190%
3.0e-01     | 4.53745    | 3.80426e+01     | 3.03308e+01     | 7.71176e+00   | 25.42547%
3.0e-01     | 4.77009    | 3.48359e+01     | 2.61133e+01     | 8.72265e+00   | 33.40316%
3.0e-01     | 5.01465    | 3.16809e+01     | 2.23553e+01     | 9.32564e+00   | 41.71564%
3.0e-01     | 5.27176    | 2.85698e+01     | 1.86861e+01     | 9.88366e+00   | 52.89300%
3.0e-01     | 5.54205    | 2.55048e+01     | 1.49152e+01     | 1.05896e+01   | 70.99894%
3.0e-01     | 5.82620    | 2.24784e+01     | 1.10894e+01     | 1.13890e+01   | 102.70223%
3.0e-01     | 6.12491    | 1.94803e+01     | 7.37654e+00     | 1.21038e+01   | 164.08452%
3.0e-01     | 6.43894    | 1.65067e+01     | 3.73012e+00     | 1.27766e+01   | 342.52464%
3.0e-01     | 6.76907    | 1.35506e+01     | 1.70360e-01     | 1.33802e+01   | 7854.09721%
3.0e-01     | 7.11613    | 1.06204e+01     | -3.68982e+00    | 1.43102e+01   | 387.82976%
3.0e-01     | 7.48098    | 7.70382e+00     | -7.43282e+00    | 1.51366e+01   | 203.64599%
3.0e-01     | 7.86454    | 4.78250e+00     | -1.09682e+01    | 1.57507e+01   | 143.60341%
3.0e-01     | 8.26777    | 1.86802e+00     | -1.45629e+01    | 1.64310e+01   | 112.82722%
3.0e-01     | 8.69166    | -1.03404e+00    | -1.84926e+01    | 1.74586e+01   | 94.40836%
3.0e-01     | 9.13729    | -3.93773e+00    | -2.22817e+01    | 1.83440e+01   | 82.32755%
3.0e-01     | 9.60577    | -6.85551e+00    | -2.57730e+01    | 1.89175e+01   | 73.40040%
3.0e-01     | 10.09827   | -9.80172e+00    | -2.97318e+01    | 1.99301e+01   | 67.03292%
3.0e-01     | 10.61602   | -1.27715e+01    | -3.38206e+01    | 2.10491e+01   | 62.23756%
3.0e-01     | 11.16032   | -1.57803e+01    | -3.74451e+01    | 2.16648e+01   | 57.85755%
3.0e-01     | 11.73252   | -1.88331e+01    | -4.05420e+01    | 2.17089e+01   | 53.54673%
3.0e-01     | 12.33406   | -2.18947e+01    | -4.47692e+01    | 2.28745e+01   | 51.09428%
3.0e-01     | 12.96644   | -2.49481e+01    | -4.90667e+01    | 2.41186e+01   | 49.15477%
3.0e-01     | 13.63124   | -2.80399e+01    | -5.27876e+01    | 2.47477e+01   | 46.88163%
3.0e-01     | 14.33013   | -3.12140e+01    | -5.62578e+01    | 2.50438e+01   | 44.51615%
3.0e-01     | 15.06485   | -3.44637e+01    | -6.07557e+01    | 2.62920e+01   | 43.27494%
3.0e-01     | 15.83724   | -3.77465e+01    | -6.53258e+01    | 2.75793e+01   | 42.21807%
3.0e-01     | 16.64923   | -4.10501e+01    | -6.92045e+01    | 2.81544e+01   | 40.68294%
3.0e-01     | 17.50286   | -4.43710e+01    | -7.32413e+01    | 2.88703e+01   | 39.41810%
3.0e-01     | 18.40025   | -4.77241e+01    | -7.81482e+01    | 3.04241e+01   | 38.93125%
3.0e-01     | 19.34365   | -5.11483e+01    | -8.29616e+01    | 3.18133e+01   | 38.34702%
3.0e-01     | 20.33542   | -5.46971e+01    | -8.68678e+01    | 3.21707e+01   | 37.03412%
3.0e-01     | 21.37804   | -5.83805e+01    | -9.12857e+01    | 3.29052e+01   | 36.04636%
3.0e-01     | 22.47412   | -6.21444e+01    | -9.65451e+01    | 3.44007e+01   | 35.63176%
3.0e-01     | 23.62639   | -6.59345e+01    | -1.01524e+02    | 3.55896e+01   | 35.05532%
3.0e-01     | 24.83774   | -6.97531e+01    | -1.05433e+02    | 3.56797e+01   | 33.84115%
3.0e-01     | 26.11120   | -7.36293e+01    | -1.10576e+02    | 3.69470e+01   | 33.41310%
3.0e-01     | 27.44995   | -7.75983e+01    | -1.16461e+02    | 3.88632e+01   | 33.36997%
3.0e-01     | 28.85734   | -8.16702e+01    | -1.21615e+02    | 3.99449e+01   | 32.84533%
3.0e-01     | 30.33688   | -8.58225e+01    | -1.25599e+02    | 3.97762e+01   | 31.66927%
3.0e-01     | 31.89229   | -9.00469e+01    | -1.31522e+02    | 4.14748e+01   | 31.53456%
3.0e-01     | 33.52744   | -9.43193e+01    | -1.38224e+02    | 4.39045e+01   | 31.76333%
3.0e-01     | 35.24643   | -9.86069e+01    | -1.43805e+02    | 4.51985e+01   | 31.43033%
3.0e-01     | 37.05355   | -1.02951e+02    | -1.48482e+02    | 4.55310e+01   | 30.66434%
3.0e-01     | 38.95333   | -1.07399e+02    | -1.54552e+02    | 4.71528e+01   | 30.50940%
3.0e-01     | 40.95051   | -1.12038e+02    | -1.61289e+02    | 4.92509e+01   | 30.53584%
3.0e-01     | 43.05009   | -1.16891e+02    | -1.66705e+02    | 4.98141e+01   | 29.88156%
3.0e-01     | 45.25731   | -1.21840e+02    | -1.71834e+02    | 4.99935e+01   | 29.09416%
3.0e-01     | 47.57770   | -1.26793e+02    | -1.78420e+02    | 5.16275e+01   | 28.93585%
3.0e-01     | 50.01707   | -1.31798e+02    | -1.85496e+02    | 5.36982e+01   | 28.94841%
3.0e-01     | 52.58150   | -1.36402e+02    | -1.91066e+02    | 5.46643e+01   | 28.61012%
3.0e-01     | 55.27741   | -1.41104e+02    | -1.96919e+02    | 5.58155e+01   | 28.34432%
3.0e-01     | 58.11154   | -1.46033e+02    | -2.04278e+02    | 5.82449e+01   | 28.51259%
3.0e-01     | 61.09098   | -1.51200e+02    | -2.11872e+02    | 6.06721e+01   | 28.63618%
3.0e-01     | 64.22318   | -1.56549e+02    | -2.17689e+02    | 6.11395e+01   | 28.08578%
3.0e-01     | 67.51598   | -1.62245e+02    | -2.24152e+02    | 6.19067e+01   | 27.61822%
3.0e-01     | 70.97760   | -1.68116e+02    | -2.31977e+02    | 6.38608e+01   | 27.52897%
3.0e-01     | 74.61669   | -1.74082e+02    | -2.39584e+02    | 6.55023e+01   | 27.33999%
3.0e-01     | 78.44237   | -1.80143e+02    | -2.45393e+02    | 6.52498e+01   | 26.58994%
3.0e-01     | 82.46420   | -1.86301e+02    | -2.52908e+02    | 6.66075e+01   | 26.33660%
3.0e-01     | 86.69223   | -1.92557e+02    | -2.61976e+02    | 6.94192e+01   | 26.49829%
3.0e-01     | 91.13704   | -1.98911e+02    | -2.70061e+02    | 7.11500e+01   | 26.34590%
3.0e-01     | 95.80973   | -2.05365e+02    | -2.76080e+02    | 7.07147e+01   | 25.61387%
3.0e-01     | 100.72200  | -2.11918e+02    | -2.84446e+02    | 7.25275e+01   | 25.49786%
3.0e-01     | 105.88613  | -2.18573e+02    | -2.94076e+02    | 7.55029e+01   | 25.67464%
3.0e-01     | 111.31503  | -2.25330e+02    | -3.02259e+02    | 7.69291e+01   | 25.45137%
3.0e-01     | 117.02227  | -2.32189e+02    | -3.08856e+02    | 7.66667e+01   | 24.82281%
3.0e-01     | 123.02213  | -2.39151e+02    | -3.17509e+02    | 7.83582e+01   | 24.67903%
3.0e-01     | 129.32961  | -2.46217e+02    | -3.27256e+02    | 8.10385e+01   | 24.76308%
3.0e-01     | 135.96048  | -2.53387e+02    | -3.35153e+02    | 8.17661e+01   | 24.39665%
3.0e-01     | 142.93132  | -2.60662e+02    | -3.42886e+02    | 8.22239e+01   | 23.97997%
3.0e-01     | 150.25957  | -2.68043e+02    | -3.53359e+02    | 8.53160e+01   | 24.14428%
3.0e-01     | 157.96354  | -2.75529e+02    | -3.64858e+02    | 8.93290e+01   | 24.48323%
3.0e-01     | 166.06251  | -2.83121e+02    | -3.72444e+02    | 8.93235e+01   | 23.98303%
3.0e-01     | 174.57671  | -2.90821e+02    | -3.79976e+02    | 8.91545e+01   | 23.46322%
3.0e-01     | 183.52745  | -2.98627e+02    | -3.89957e+02    | 9.13297e+01   | 23.42046%
3.0e-01     | 192.93711  | -3.06540e+02    | -4.00592e+02    | 9.40518e+01   | 23.47822%
3.0e-01     | 202.82920  | -3.14562e+02    | -4.08353e+02    | 9.37914e+01   | 22.96820%
3.0e-01     | 213.22848  | -3.22691e+02    | -4.17243e+02    | 9.45523e+01   | 22.66119%
3.0e-01     | 224.16094  | -3.30929e+02    | -4.28888e+02    | 9.79588e+01   | 22.84019%
3.0e-01     | 235.65391  | -3.39276e+02    | -4.40633e+02    | 1.01357e+02   | 23.00257%
3.0e-01     | 247.73615  | -3.47731e+02    | -4.48977e+02    | 1.01246e+02   | 22.55044%
3.0e-01     | 260.43785  | -3.56296e+02    | -4.58574e+02    | 1.02278e+02   | 22.30343%
3.0e-01     | 273.79079  | -3.64970e+02    | -4.69350e+02    | 1.04380e+02   | 22.23922%
3.0e-01     | 287.82834  | -3.73754e+02    | -4.78228e+02    | 1.04474e+02   | 21.84603%
3.0e-01     | 302.58562  | -3.82648e+02    | -4.84456e+02    | 1.01808e+02   | 21.01489%
3.0e-01     | 318.09951  | -3.91651e+02    | -4.96665e+02    | 1.05014e+02   | 21.14375%
3.0e-01     | 334.40882  | -4.00765e+02    | -5.12077e+02    | 1.11312e+02   | 21.73735%
3.0e-01     | 351.55433  | -4.09989e+02    | -5.24016e+02    | 1.14027e+02   | 21.76024%
3.0e-01     | 369.57891  | -4.19324e+02    | -5.32811e+02    | 1.13487e+02   | 21.29963%
3.0e-01     | 388.52762  | -4.28769e+02    | -5.45255e+02    | 1.16486e+02   | 21.36353%
3.0e-01     | 408.44786  | -4.38325e+02    | -5.60653e+02    | 1.22328e+02   | 21.81882%
4.0e-01     | 1.30000    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 1.36665    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 1.43672    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 1.51038    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 1.58782    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 1.66923    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 1.75482    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 1.84479    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 1.93937    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 2.03881    | 0.00000e+00     | 0.00000e+00     | 0.00000e+00   | 0.00000%
4.0e-01     | 2.14334    | 7.84838e+01     | 7.91805e+01     | 6.96700e-01   | 0.87989%
4.0e-01     | 2.25323    | 9.86749e+01     | 9.80699e+01     | 6.04970e-01   | 0.61688%
4.0e-01     | 2.36875    | 1.04229e+02     | 1.03193e+02     | 1.03639e+00   | 1.00433%
4.0e-01     | 2.49020    | 1.07025e+02     | 1.05670e+02     | 1.35464e+00   | 1.28195%
4.0e-01     | 2.61788    | 1.08193e+02     | 1.06575e+02     | 1.61758e+00   | 1.51778%
4.0e-01     | 2.75210    | 1.08217e+02     | 1.06239e+02     | 1.97797e+00   | 1.86181%
4.0e-01     | 2.89320    | 1.07411e+02     | 1.04978e+02     | 2.43339e+00   | 2.31801%
4.0e-01     | 3.04154    | 1.05999e+02     | 1.03411e+02     | 2.58837e+00   | 2.50300%
4.0e-01     | 3.19748    | 1.04157e+02     | 1.01313e+02     | 2.84382e+00   | 2.80696%
